dataset	cell_type	genes	p	p.adjust	absdpsi
scharer	DN	VNN2	0.00218952159512877	0.012146759167108	0.264601100733151
scharer	DN	SAR1A	0.00220825343496627	0.0122207976681426	0.282626828748393
scharer	DN	MAX	0.00223670515618077	0.0123481362515187	0.177728738648826
scharer	DN	UFM1	0.00228430938398558	0.0125803349326779	0.0676911022360951
scharer	DN	TOP2B	0.0023350061085215	0.0128283991773252	0.0737919631481745
scharer	DN	SNHG6	0.00235178758147234	0.0128893865274414	0.044021548012368
scharer	DN	PXK	0.0023633227588799	0.0129213959997554	0.328144716043745
scharer	DN	TM2D3	0.00238265738530963	0.0129957923251624	0.14247308744358
scharer	DN	MVP	0.00242111595863778	0.0131620793481807	0.0846824557584257
scharer	DN	RBM25	0.00242537672808012	0.0131620793481807	0.229497962472094
scharer	DN	AP1B1	0.00243054704578568	0.0131620793481807	0.177479195370325
scharer	DN	SNX10	0.0024699987708119	0.0133438743118386	0.131566755965314
scharer	DN	ZBP1	0.00248032656372335	0.0133678407911836	0.309748856168354
scharer	DN	NUP160	0.00248824245538637	0.0133787254295537	0.140499576260502
scharer	DN	ING3	0.00251344500014901	0.0134822853554092	0.204692517774055
scharer	DN	USP25	0.00253194688254108	0.0135494987652965	0.135598097442817
scharer	DN	STAT6	0.00254965086169187	0.013566046169235	0.119616473100993
scharer	DN	ANKRD44	0.00255171785490976	0.013566046169235	0.119562378825058
scharer	DN	EPC1	0.00255450723522401	0.013566046169235	0.264004754697079
scharer	DN	HMGN3	0.00255895449997029	0.013566046169235	0.159116698035288
scharer	DN	FAM219B	0.00259513917001479	0.0137258060064419	0.189157741576367
scharer	DN	ELMO2	0.00261948665494029	0.0138223609768826	0.20656214525983
scharer	DN	SRSF11	0.00263018714715787	0.0138274714463761	0.102410717164468
scharer	DN	RAB10	0.00263264330755156	0.0138274714463761	0.156262594807737
scharer	DN	ORC3	0.00271421809467331	0.0142230042882534	0.227256713842353
scharer	DN	FUBP1	0.00273704906495518	0.0142887788067262	0.273952191689924
scharer	DN	RFTN1	0.00273936482191534	0.0142887788067262	0.184559346698527
scharer	DN	NDUFV2,RP11-21J18.1	0.0027682302369024	0.0144062257053476	0.138600724602089
scharer	DN	RNF216	0.0027786166932757	0.0144271882769853	0.289926962460935
scharer	DN	GPATCH8	0.00280509423803066	0.0145314128449579	0.108072182206894
scharer	DN	RABGAP1L	0.00282652261740871	0.0146090656466979	0.0866094630257308
scharer	DN	SNX1	0.00284221939588549	0.0146568086574186	0.167994799430719
scharer	DN	PARP4	0.00288390259091825	0.0148380385006656	0.0683519376545037
scharer	DN	FGD4	0.00291861340629506	0.0149826556988314	0.291428878782272
scharer	DN	SET	0.00296888227675578	0.0152063067403135	0.199404488477055
scharer	DN	DCAF6	0.00300132024359795	0.0153378280016301	0.207691090989242
scharer	DN	PDS5A	0.0030502475233756	0.0155528351248073	0.0670818972931633
scharer	DN	CH17-264L24.2,IGLV5-52,LL22NC03-80A10.6	0.00306298950034169	0.0155827873907518	0.448496724677108
scharer	DN	SRPK2	0.00311226190911714	0.0157980364022076	0.129789559440956
scharer	DN	HMBS	0.00313006583226637	0.0158529450299384	0.133824906659598
scharer	DN	RARS2	0.00314881148109984	0.01591236804146	0.273533872221978
scharer	DN	RILPL2	0.00318635340205359	0.016066301931688	0.0779767367233874
scharer	DN	RP11-803J6.1,ATG9A	0.00320386540734801	0.016118781838742	0.111711607984103
scharer	DN	CLN5,RP11-226E21.4	0.00339726543911289	0.0170539718613875	0.301781620144257
scharer	DN	PUM1	0.00341237033794273	0.0170919829951259	0.0812325136311701
scharer	DN	RIF1	0.00352566227541106	0.0176205456011183	0.200884671793129
scharer	DN	SRSF2	0.00353595527558779	0.0176331483962828	0.162560093334902
scharer	DN	SP3	0.00355321804550191	0.0176803766343067	0.163701431427058
scharer	DN	CD37	0.00356598967001069	0.0177050996963988	0.0509601914870628
scharer	DN	PABPC4	0.00368195009187589	0.0182409274202323	0.131459918022663
scharer	DN	PCK2	0.0036981472317258	0.018281255051821	0.145402286609136
scharer	DN	MBTPS1	0.0037236733582654	0.0183394978196457	0.108870986952684
scharer	DN	DNAJB12	0.00372609453277069	0.0183394978196457	0.179325756849129
scharer	DN	BLK	0.00374865895349568	0.0184106215703067	0.0810008430412051
scharer	DN	SP110	0.00383183564996967	0.018774647697183	0.0657929235610872
scharer	DN	RANBP1	0.00383932857271613	0.018774647697183	0.180408976479005
scharer	DN	CCT4	0.00385610097542084	0.0188070925003531	0.075004779924481
scharer	DN	TSTD1,RP11-544M22.13	0.00386699747164365	0.0188070925003531	0.0780177819411639
scharer	DN	PIK3CD	0.00387082952739749	0.0188070925003531	0.0653529230353933
scharer	DN	TNKS2	0.00389556940261915	0.0188868525097069	0.163135488882205
scharer	DN	TGFB1	0.0039678531863913	0.0191962875904517	0.0612890157638916
scharer	DN	GAPVD1	0.00404820308003379	0.0195433463587163	0.239253179536644
scharer	DN	PITPNB	0.00408114927852284	0.019660568392714	0.096073554850267
scharer	DN	SAV1	0.00416759944313074	0.0200158897273637	0.181760939962872
scharer	DN	DCXR	0.00417254995198019	0.0200158897273637	0.067838587831201
scharer	DN	SNRPA1	0.00419135516471718	0.0200636811576862	0.133670105509241
scharer	DN	SENP6	0.00423910567987702	0.0202495385002967	0.131844401545508
scharer	DN	SH3KBP1	0.00424996976934422	0.0202587844677353	0.0702699164869032
scharer	DN	SRP19,CTC-554D6.1	0.00429838745091752	0.0204466270988089	0.277663306718773
scharer	DN	SMCHD1	0.00434252132653816	0.0206133491420818	0.126363085412395
scharer	DN	ETNK1	0.00435923459360373	0.0206494849538348	0.398879108119449
scharer	DN	DCP1A	0.00443648245575694	0.0209716222752344	0.144583588156258
scharer	DN	SLC66A2	0.00446118262013601	0.0210445392205584	0.110835321774294
scharer	DN	MAPKAPK5	0.00447566374125364	0.0210690477778102	0.132277793481404
scharer	DN	NT5C3B	0.00449400312524314	0.0210765531728677	0.218595338587353
scharer	DN	MKLN1	0.00449583593462669	0.0210765531728677	0.173532350624996
scharer	DN	SNRPB2	0.00461907512001465	0.0216096524686871	0.234171878679512
scharer	DN	SRSF11	0.004632109666707	0.0216260428678152	0.181141634221621
scharer	DN	MR1	0.00464295946981635	0.0216321869343189	0.264034601596319
scharer	DN	SH3TC1	0.00471093486280781	0.021903916401047	0.184911147449112
scharer	DN	NR3C1	0.00474209249507203	0.0219963096650895	0.149996782637209
scharer	DN	AP1G2	0.00475019468307354	0.0219963096650895	0.0972308678697135
scharer	DN	MCRS1	0.00477233634329275	0.0220538312890657	0.109396667900474
scharer	DN	PTBP3	0.00481823128911817	0.022206742722501	0.159897807655745
scharer	DN	GLUL	0.00482499963075935	0.022206742722501	0.15422653634315
scharer	DN	AUP1	0.00489195829473463	0.0224306770407489	0.108893312290891
scharer	DN	RHOQ	0.00489342667922904	0.0224306770407489	0.191678036824607
scharer	DN	TCF3	0.00495995165482582	0.0226897788403221	0.111277065820216
scharer	DN	SRSF4	0.00501203392305308	0.0228819013509204	0.265217032187116
scharer	DN	HOPX	0.0050865571774587	0.0231515005337759	0.104584944718008
scharer	DN	RIPOR2	0.00509149350654658	0.0231515005337759	0.164513183076659
scharer	DN	NA	0.00512683316518928	0.0232655689036289	0.577787133743388
scharer	DN	HPS1	0.00514542989068266	0.0232663869320986	0.152542793906515
scharer	DN	RP11-120M18.2,PRKAR1A	0.00514752148079043	0.0232663869320986	0.172788177688439
scharer	DN	PCED1B-AS1	0.00516962440529628	0.0232786422039241	0.0958379761482604
scharer	DN	TBRG4	0.00517075172797608	0.0232786422039241	0.150357443595439
scharer	DN	TMC6	0.00534568610446709	0.024018538160467	0.0802765040733789
scharer	DN	PALM2AKAP2	0.00543460037350446	0.0243697791452206	0.0966275053046165
scharer	DN	CAST	0.00554579317470656	0.0248193386852252	0.189535631157107
scharer	DN	NR1H2	0.0055716208662384	0.0248578436860464	0.0893764223473021
scharer	DN	RABGEF1,RP11-792A8.5	0.00557630781674642	0.0248578436860464	0.119075530493717
scharer	DN	ZC3H15	0.00562529166505664	0.0249569141571337	0.0733170941130853
scharer	DN	RP11-483F11.9,COX15	0.00562700182274968	0.0249569141571337	0.111177065876685
scharer	DN	PRPF38B	0.00563152932941933	0.0249569141571337	0.215506887245824
scharer	DN	BRD7	0.0056745025421087204	0.0250983358051553	0.0881052671189445
scharer	DN	TCF3	0.00601103369430365	0.0264672661603471	0.231971723408908
scharer	DN	KMT2E	0.00601224693059324	0.0264672661603471	0.132121757751514
scharer	DN	ITGB1BP1	0.00601899926784447	0.0264672661603471	0.258296445215007
scharer	DN	BUB3	0.00608727724493497	0.0267157293399564	0.129612828330611
scharer	DN	SMG5	0.00611773338942931	0.0267912848947737	0.106335807634327
scharer	DN	DENND4B	0.00612810791555202	0.0267912848947737	0.139520167124503
scharer	DN	TLK1	0.00617773119997281	0.0269562924860352	0.136216607346837
scharer	DN	ST3GAL1	0.0062012952786315	0.0270071765589537	0.0682315927672558
scharer	DN	KDM4C	0.00621708234528101	0.0270240609989322	0.217644504261939
scharer	DN	TARS2	0.00629983998739262	0.0273314281671011	0.337132967190004
scharer	DN	ZNF675	0.00633974913367643	0.02745208164945	0.259987434202272
scharer	DN	CBX3	0.00635791052699911	0.0274782837824019	0.131590410319168
scharer	DN	TRAF3IP3	0.00657179846622024	0.028348689581471	0.138757492401654
scharer	DN	UGCG	0.00659005663709394	0.0283735076082849	0.0741414090217254
scharer	DN	CORO7-PAM16,CORO7	0.00666868757104052	0.0286047700508724	0.0853937936544781
scharer	DN	TCF12	0.00666898340983318	0.0286047700508724	0.12923711047181
scharer	DN	RWDD1	0.00668776624746223	0.0286312105952676	0.180683348156921
scharer	DN	AHNAK	0.00672720569698951	0.0287458186939156	0.104707107072398
scharer	DN	TGIF2-RAB5IF,RAB5IF	0.00678676723380372	0.0289458173937982	0.126627533761486
scharer	DN	GOLT1B	0.00682513597184094	0.0290548471296568	0.174496965781404
scharer	DN	BCLAF1	0.00694608574840895	0.0295143606051309	0.131004265158812
scharer	DN	RHOT1	0.00705317128574802	0.0299133563502098	0.225875360726467
scharer	DN	NASP	0.00712485120403076	0.0301609839215407	0.169456635153061
scharer	DN	PPP3CA	0.00716733076877252	0.0302843082203815	0.134959088030273
scharer	DN	RABGAP1L	0.00720597577802281	0.030390757562259	0.0722619372448425
scharer	DN	NFX1	0.00721931173471028	0.030390757562259	0.213928677552937
scharer	DN	GPCPD1	0.00727038283028685	0.0305490715591127	0.246570861997081
scharer	DN	RBM23	0.00742745772809796	0.0311513892514866	0.0963979740258202
scharer	DN	ZNF207	0.00754797547969335	0.0315984434749524	0.111396577139821
scharer	DN	EXOSC7	0.00758308009362603	0.031630784619272	0.0935616172454193
scharer	DN	TMEM208	0.00758358168042485	0.031630784619272	0.107572467536521
scharer	DN	MAGED2	0.00770584962016022	0.0320817849323735	0.16625505858822
scharer	DN	BOLA2,BOLA2-SMG1P6,SMG1P6,RP11-345J4.11	0.00778938756111752	0.03234866461237	0.288747392510278
scharer	DN	TRIM33	0.00780085645101679	0.03234866461237	0.100015262222404
scharer	DN	DTNBP1	0.00781272287685269	0.03234866461237	0.147970816394325
scharer	DN	PLEKHM2	0.00795854479774614	0.0328924192096284	0.162237295320131
scharer	DN	MX2	0.00799955950572375	0.0330018191245221	0.162930207131591
scharer	DN	NUP160	0.00806942384566226	0.0332296237854948	0.187134321275207
scharer	DN	TSEN15	0.00821831712511836	0.0337814520958217	0.240301462716028
scharer	DN	TSPYL2	0.00824886687578174	0.0338457123709743	0.105214094901283
scharer	DN	NRF1	0.00829797798059924	0.0339857618014074	0.248900377491547
scharer	DN	DAPP1	0.00831386622260255	0.0339894819082616	0.14960896129195
scharer	DN	TMUB2	0.00854274697117822	0.0348623972618766	0.184967531983415
scharer	DN	USP38	0.00862165609781276	0.0351212525779841	0.243626582343607
scharer	DN	ARID4B	0.00873689614456133	0.0355269128172216	0.215668265481293
scharer	DN	NT5C2	0.0087530623039485	0.0355289774018947	0.286511657213741
scharer	DN	USP6NL	0.00880529918782257	0.0356771854592311	0.159932753945163
scharer	DN	GTF2I	0.00887199432732721	0.0358833424754108	0.0801654211737172
scharer	DN	DYRK4,RP11-500M8.7	0.00900771966476478	0.0363674660486678	0.234033196208835
scharer	DN	LMBRD1	0.00905649685564409	0.0364994518036526	0.117233361924168
scharer	DN	RNF41	0.00910965069805265	0.0366485770104281	0.205525642978711
scharer	DN	CLK4	0.00916883966442189	0.0368214109709261	0.212464317185681
scharer	DN	ZNF451	0.00925528085939342	0.0370837024350895	0.111246615661925
scharer	DN	APOLD1,DDX47	0.00926683970061513	0.0370837024350895	0.135315140431224
scharer	DN	NFYC	0.00935226034090456	0.0372636530121907	0.164980568737319
scharer	DN	DGUOK	0.00935710834866489	0.0372636530121907	0.114381518445989
scharer	DN	POLR2G	0.00936107634065611	0.0372636530121907	0.079729253477679
scharer	DN	CD55	0.0094788029333767	0.0376662064025074	0.0982181934313365
scharer	DN	SNX25	0.00950779375171189	0.0377153566829271	0.082242235280744
scharer	DN	TMEM183A	0.00954795846032821	0.0378085824545981	0.344720784014969
scharer	DN	ASH1L	0.00960152393037445	0.0379544560941108	0.172658318030944
scharer	DN	DOCK8	0.00962704835027739	0.0379891699248338	0.212161013486552
scharer	DN	TNFRSF14	0.00968620328256174	0.0381562417502302	0.152361063086971
scharer	DN	TMEM87A	0.00974313769547103	0.0382971935689429	0.0640544813143621
scharer	DN	AKAP13	0.00975574168481666	0.0382971935689429	0.06871053559372
scharer	DN	SAMSN1	0.00981326014533046	0.0384564546973313	0.122102529800337
scharer	DN	GGNBP2	0.009835443065093	0.0384769315770621	0.191397322360269
scharer	DN	CHASERR,RP11-437B10.1	0.00985306748853124	0.0384795355102881	0.0846734702495741
scharer	DN	TMEM120A	0.00989184109647826	0.0385541209955674	0.0877329046760523
scharer	DN	SMG7	0.00990614920247502	0.0385541209955674	0.13226174693124
scharer	DN	WSB1	0.00994547180929046	0.0386408827658905	0.0653863594685631
scharer	DN	ABLIM1	0.0100595132408198	0.0390171547750772	0.0941221051669607
scharer	DN	MACROD2	0.0101923901555373	0.0394650738274984	0.275600830116554
scharer	DN	YIPF4	0.0102527650834251	0.0396312163105478	0.119123720155284
scharer	DN	RASGRP3	0.0103177596861649	0.039814620285558	0.214701317594601
scharer	DN	MIS18BP1	0.0103408594627598	0.0398360103921936	0.111319503186725
scharer	DN	TUT7	0.0104104522864196	0.0400361292167559	0.218897725510603
scharer	DN	STAT6	0.0104950473668676	0.0402439569204181	0.105401249518404
scharer	DN	KDM5A	0.0104999658426124	0.0402439569204181	0.0759701686697978
scharer	DN	CHPF2	0.0105546922899135	0.0403854920840029	0.220302787854923
scharer	DN	C2CD5	0.0106327433627569	0.0406156476264231	0.106102326335539
scharer	DN	CLASP1	0.0109416705536448	0.0416566966319438	0.2509978792173
scharer	DN	DDRGK1	0.0109419969998407	0.0416566966319438	0.132020974828958
scharer	DN	FLAD1	0.01099567040211	0.0417909148113695	0.15572882564153
scharer	DN	BBX	0.0112092463139357	0.0425314044921741	0.0865363435663628
scharer	DN	LYL1	0.0114234669444563	0.043249322709254	0.210178200733673
scharer	DN	ARMC8	0.0114365771818212	0.043249322709254	0.0624631929633771
scharer	DN	KIAA0040	0.0115803609079938	0.0436691038972826	0.0743959534613365
scharer	DN	SFT2D1	0.0115886088270881	0.0436691038972826	0.235531155940378
scharer	DN	SMCHD1	0.0116128469590492	0.0436691038972826	0.10540897937447
scharer	DN	CIITA	0.0116245653388976	0.0436691038972826	0.0990842450151256
scharer	DN	ATF7IP	0.0117281876254682	0.0439196737970167	0.18029471767231
scharer	DN	ATG13	0.0117299789867748	0.0439196737970167	0.185546969195062
scharer	DN	CDC16	0.0118012251953148	0.0441136408042329	0.0826819203446235
scharer	DN	ZDHHC6	0.0118544171384545	0.0442395929065022	0.133244682839205
scharer	DN	PDLIM2,AC037459.4	0.0119546612121102	0.0445298667269086	0.0813247710960437
scharer	DN	ZC3H13	0.011971449406529	0.0445298667269086	0.203282523948951
scharer	DN	C11orf24	0.0119928401005866	0.0445364225666629	0.16244623297871
scharer	DN	CORO7-PAM16,CORO7	0.0121872753277725	0.0451845224162021	0.185329765412522
scharer	DN	PPCS	0.0123144213629467	0.0455814389437619	0.0935871237985203
scharer	DN	FOXP1,RP11-79P21.2	0.0123887618281633	0.0457819227819261	0.0943988747780129
scharer	DN	SRSF1	0.0124408519766684	0.0458996636342449	0.274038543202954
scharer	DN	CLEC2D	0.0125207850704322	0.0461195800727447	0.0493759018863475
scharer	DN	MBNL3	0.0125540654153128	0.0461672194932654	0.235490092286786
scharer	DN	NOL11	0.0126461835261354	0.0464307288362479	0.12401782138911
scharer	DN	MCCC2	0.0126840701659062	0.0464945964562863	0.232145671901578
scharer	DN	FIP1L1	0.0127732730413114	0.0467460589205412	0.176975147131282
scharer	DN	RASGRP1	0.0129384137401891	0.0472576111326091	0.223696100969715
scharer	DN	CDS2	0.0129547087371013	0.0472576111326091	0.0807978620739599
scharer	DN	SAFB2	0.0129998319835674	0.047346097545288	0.0895712374470867
scharer	DN	ZDHHC6	0.0130529999527941	0.0474635527129646	0.2309305817658
scharer	DN	ZC3H11A,ZBED6	0.0131723093055009	0.0477297900392374	0.0716907623131935
scharer	DN	ITSN2	0.0131725315370145	0.0477297900392374	0.245722603620409
scharer	DN	FBH1	0.0131893249689739	0.0477297900392374	0.148494421726448
scharer	DN	TCP1	0.0132390405012912	0.047809199472374	0.133605653057475
scharer	DN	HNRNPUL1	0.0132534096377802	0.047809199472374	0.0460840511206423
scharer	DN	SLC36A4	0.0132777661420826	0.0478210339307706	0.240669104579246
scharer	DN	CKLF,CKLF-CMTM1	0.0133575104955898	0.0480319989136185	0.0781445446125966
scharer	DN	PICALM	0.0133961120443628	0.0480945858048406	0.167678290388217
scharer	DN	IQCB1	0.0135262880477829	0.0484344100875025	0.21282056066714
scharer	DN	CNBP	0.0135334579089804	0.0484344100875025	0.112037691075591
scharer	DN	RASSF1	0.0136249768511752	0.0486851535044354	0.120271592300135
scharer	DN	SUDS3	0.013682828091429	0.0488149951878184	0.0908507370753102
scharer	DN	RO60	0.0137608779017003	0.0490163767016607	0.0685590155193851
scharer	DN	CYP51A1,CTB-161K23.4,CTB-161K23.3	0.0137978906302759	0.0490711815675487	0.116175134060306
scharer	DN	HBS1L	0.0139306026389125	0.0494656297146988	0.0984066309899106
scharer	DN	MRPL33	0.0139999860742759	0.0496343256289562	0.157175581364986
scharer	DN	PLEKHO1	0.0144325074836141	0.0510879243062719	0.0550758236097811
scharer	DN	NBN	0.0145080092447725	0.0512751915520073	0.245835454512161
scharer	DN	TMEM131L	0.014542424149300801	0.0513168901940333	0.111800625911135
scharer	DN	HBS1L	0.0145838260613865	0.0513830766044814	0.127006768906963
scharer	DN	UGCG	0.0148225126544849	0.0521430716481027	0.0610970558783411
scharer	DN	EDF1	0.0148718729408414	0.0522357270940699	0.0704927029585194
scharer	DN	BRWD1	0.0150606188228438	0.0528169151607922	0.345069617610218
scharer	DN	METTL9	0.0152100127482747	0.0532585168608568	0.156449217110176
scharer	DN	CNOT9	0.0153189846434528	0.0535574362958312	0.146171097064686
scharer	DN	RP11-512M8.12,DIABLO,RP11-512M8.13	0.0155255611060402	0.0541961509993927	0.214336876860633
scharer	DN	MRPL32	0.0156504003991569	0.0544955505734786	0.23185723430873
scharer	DN	CNPY3	0.0156797414581595	0.0544955505734786	0.120738827279659
scharer	DN	LRPPRC	0.0156969466195195	0.0544955505734786	0.179328365124823
scharer	DN	RNF19B	0.0157075661976595	0.0544955505734786	0.180501439537297
scharer	DN	SLC30A5	0.0157314171994837	0.0544955505734786	0.215406618429203
scharer	DN	RP11-729L2.2,SMAD4	0.0157972811463712	0.0546402910382871	0.150275458815142
scharer	DN	ADSL,RP5-1042K10.14	0.015870988604985	0.054811679063487	0.0853449112217859
scharer	DN	PCK2	0.0159331809093182	0.05494283812043	0.117081877123004
scharer	DN	RFTN1	0.0161014200409989	0.0554387284871419	0.1457734343527
scharer	DN	CCND3	0.0161623012538307	0.0555640326438513	0.0990849326183296
scharer	DN	BCLAF1	0.0162939239722787	0.0559317904585481	0.114413651570445
scharer	DN	LYN	0.0163477746699071	0.0560318742084883	0.18347633643094
scharer	DN	API5	0.0166608431057971	0.0570187828160689	0.218222318363125
scharer	DN	ANKLE2	0.0167827915530656	0.0573496295691354	0.0751699267707494
scharer	DN	HNRNPUL1	0.0171449750471048	0.0584991704990687	0.0927314089992706
scharer	DN	DNAAF2	0.0172121242169688	0.0586401048773308	0.293791862504529
scharer	DN	TATDN3	0.0172404897933713	0.0586486826704039	0.128603168417128
scharer	DN	TUBB6	0.0176577621889652	0.0599782371358714	0.238062451884599
scharer	DN	RP11-613M10.8,TOMM5,RP11-613M10.9	0.017705675333253	0.060051087191556	0.0749571984963842
scharer	DN	MORC3	0.0179393427010314	0.0607527889382691	0.105355915013544
scharer	DN	LSM7	0.0182873365044989	0.0618389963170016	0.0701531920117295
scharer	DN	CD46	0.0183189771302198	0.0618461274338232	0.124507317216626
scharer	DN	GORASP2	0.018350450202902	0.0618461274338232	0.127057119235084
scharer	DN	TFDP1	0.018371216346583	0.0618461274338232	0.0612570170920833
scharer	DN	YWHAE	0.018478213851405	0.0620463655153012	0.071510876694292
scharer	DN	WAC	0.0184853869935406	0.0620463655153012	0.0818797195688237
scharer	DN	PPP4R3B	0.0185961603854576	0.0623259791943919	0.207643356276941
scharer	DN	RHOT2	0.0187351318316761	0.0626991358791637	0.150393537439302
scharer	DN	SMARCA2	0.0187976367109966	0.0628156667117104	0.0584480492684696
scharer	DN	XPO1	0.0189934166107943	0.0633765621910181	0.149104118414993
scharer	DN	NELFCD	0.0190490642177829	0.0634689085317904	0.103575988117386
scharer	DN	ADARB1	0.0192016888887232	0.0638836247632156	0.104882029131483
scharer	DN	SETX	0.0194345699100471	0.0645637468900392	0.228828946028225
scharer	DN	AGTPBP1	0.0196706954211619	0.0651925255534109	0.362937179363733
scharer	DN	RCOR3	0.0196847331930875	0.0651925255534109	0.175888448166304
scharer	DN	RBMS1	0.0197100363726928	0.0651925255534109	0.167172216698632
scharer	DN	MRPL9	0.0197650400305476	0.065279295239174	0.118577878924379
scharer	DN	CDK17	0.02001642558837	0.0660134733430399	0.108627773575008
scharer	DN	ATP8A1	0.0201046021474022	0.0662080439368005	0.125261671122126
scharer	DN	LINC00926	0.0201518453301826	0.0662674450060641	0.158888437286312
scharer	DN	ZNF148	0.0201948494324598	0.0663127545039817	0.134086304056121
scharer	DN	BTBD10	0.0202598671486632	0.0664301135264693	0.388275271724117
scharer	DN	HNRNPA1	0.0203440229256928	0.0665822643691799	0.0799268067258431
scharer	DN	SCRN1	0.0203649587801722	0.0665822643691799	0.113494830225065
scharer	DN	SLC43A2	0.0204671920630586	0.066820228476374	0.0941620077367917
scharer	DN	SDHC	0.0206621718034159	0.0673598675602741	0.088304895813059
scharer	DN	ACSL3	0.0206952856405173	0.0673710231252996	0.228630442456843
scharer	DN	DOCK10	0.020870768520112	0.0677932994023229	0.188599812873121
scharer	DN	PPP5C	0.0208847581675732	0.0677932994023229	0.0902228888748552
scharer	DN	FBXO7	0.0209469342578702	0.0678979911872965	0.154967025887106
scharer	DN	RNH1	0.0210276150398925	0.0680622803502369	0.151362887083256
scharer	DN	APRT	0.021065633245392502	0.0680882077404495	0.0874424574707718
scharer	DN	UBA3	0.0211171523680541	0.0681013306015373	0.120018701732529
scharer	DN	FUBP1	0.0211479781781966	0.0681013306015373	0.132348493253983
scharer	DN	SUGT1	0.0211597347175336	0.0681013306015373	0.212571603629284
scharer	DN	ZNF451	0.0212015476954955	0.0681392517295739	0.264559377140222
scharer	DN	SUDS3	0.0212760192547841	0.0682818779195263	0.144551312698842
scharer	DN	CHPT1	0.0213706430093095	0.0684886850114736	0.121955827998486
scharer	DN	HSPA9	0.0215965650475935	0.0691151002721999	0.0731941794281103
scharer	DN	OS9	0.0218497528000773	0.0698268860610921	0.145375706606262
scharer	DN	RBPJ	0.0223776445147351	0.0714133268691053	0.16994658955041
scharer	DN	SNX25	0.0224808733295399	0.0716419966077614	0.173642352091645
scharer	DN	NA	0.0226031054321447	0.071930499615058	0.561920119252098
scharer	DN	UBE2G1	0.0227858692950946	0.0724105566254477	0.153191633738883
scharer	DN	HCK	0.023302016007922	0.0739472368139511	0.0973872347655621
scharer	DN	XPO6	0.0235530947113286	0.0746396255586657	0.203643378252416
scharer	DN	TRAK2	0.0236597781738336	0.074873133439928	0.160344680463455
scharer	DN	SDCBP	0.02378553780465	0.0751396915219829	0.0670636708900894
scharer	DN	MRPL55	0.0238102416061285	0.0751396915219829	0.123718903573551
scharer	DN	TCIRG1	0.0238604308166362	0.0751934965596493	0.0455054841788325
scharer	DN	ATP5MK	0.0239365180126248	0.0753286537734337	0.0942890472184263
scharer	DN	CD46	0.0240757453998023	0.0756618646982708	0.207507194157047
scharer	DN	TM2D1	0.0241545608436945	0.0756999902065196	0.185616408486689
scharer	DN	SHC1	0.0241555540636639	0.0756999902065196	0.218853308896762
scharer	DN	RNF135	0.0241879651387072	0.0756999902065196	0.206457377735767
scharer	DN	DCAF10	0.0244116918678673	0.076294943317067307	0.179920615966092
scharer	DN	RAB4A	0.0247292906988482	0.0771524972454437	0.118315511444569
scharer	DN	GEMIN7,MARK4	0.0247540846164315	0.0771524972454437	0.0869793544917544
scharer	DN	ERCC1	0.0248671750516513	0.0773986559563742	0.099558809795398
scharer	DN	UBAP2L	0.0253865838910531	0.0789070669161636	0.174593195029546
scharer	DN	CCND2,RP11-388F6.5	0.0255724381044511	0.0793760082886451	0.143368900236844
scharer	DN	RBM5	0.0256703408222068	0.0795068561895962	0.261181341721119
scharer	DN	TCF4	0.0256846741238317	0.0795068561895962	0.122683889201988
scharer	DN	POLD2	0.0259880794792753	0.0803364473276236	0.094482234555043
scharer	DN	OSBPL9	0.0261325320283392	0.0806730818670772	0.132768118803617
scharer	DN	RAB31	0.0261931104407017	0.0807304736850046	0.0749101102814725
scharer	DN	LSM14A	0.0262222825499552	0.0807304736850046	0.0747506330881453
scharer	DN	PCM1	0.0264995834628376	0.0814736515950929	0.196812873050344
scharer	DN	CHD4,RP5-940J5.10	0.0273807717082187	0.0840689729444496	0.107200649313811
scharer	DN	ATP13A1	0.0276112882659768	0.084619806938129	0.224446980874878
scharer	DN	CHD2	0.0276347628652065	0.084619806938129	0.075402799410365
scharer	DN	CDK14	0.0276731767979056	0.0846232320140807	0.0918098029901274
scharer	DN	PHC3	0.0278800013282771	0.0851409461828543	0.22965497323584
scharer	DN	INPP5D	0.0282126963003081	0.0860411396577943	0.102259961666014
scharer	DN	WDFY4	0.028421949809324	0.0865629585467869	0.0557778915364475
scharer	DN	PPP4R3B	0.0284757414889655	0.0866105327593335	0.147955548628553
scharer	DN	PPP2R2D	0.0286278228798024	0.0869565329508321	0.172577204895507
scharer	DN	CD72	0.0287543974063658	0.0872242349131604	0.0731827156155005
scharer	DN	ASPH	0.0291693529692455	0.0883588306988625	0.0775184319426577
scharer	DN	GRK3	0.0292063124830969	0.0883588306988625	0.167650109916458
scharer	DN	NEMF	0.0294110501400348	0.0888597506893994	0.133861231929904
scharer	DN	MRPL18	0.0295091641054144	0.0890376241425336	0.1760325983749
scharer	DN	RNF13	0.0300048632092126	0.0904130605865914	0.126947315120073
scharer	DN	SEPTIN9	0.0303186989576125	0.0912375702053353	0.0536843349273453
scharer	DN	BAG6	0.0304514347051116	0.0915156362197328	0.158594400480127
scharer	DN	PSMD4	0.0305148166598583	0.0915848134936754	0.0584740809475616
scharer	DN	PDE7A	0.0308017480746156	0.0922839548487414	0.0463288503510537
